product_id,item_number,price,image_path
1204645,589//U1477,1770,images\1204645.JPG
1204646,589//U1912,1770,images\1204646.JPG
1204648,589//U3060,1770,images\1204648.JPG
1204651,589//U4704,1770,images\1204651.JPG
1204657,590//U1913,1260,images\1204657.JPG
1204674,591//U4777,1450,images\1204674.JPG
1204699,717//L62,17600,images\1204699.JPG
1204764,889//2285,560,images\1204764.JPG
1204772,925//U4612,5200,images\1204772.JPG
1204773,925//U4662,3050,images\1204773.JPG
1204782,927//2120,910,images\1204782.JPG
1204787,953//U408,6320,images\1204787.JPG
1204872,B66//U1473,3600,images\1204872.JPG
1204908,C01//U1473,8720,images\1204908.JPG
1204909,C01//U1912,8630,images\1204909.JPG
1204910,C01//U3059,8630,images\1204910.JPG
1204924,C20//2285X,470,images\1204924.JPG
1204925,C20//2286X,470,images\1204925.JPG
1204947,C22//U4769,3140,images\1204947.JPG
1204977,C83//U1912,1200,images\1204977.JPG
1204978,C83//U3060,1200,images\1204978.JPG
1204981,C83//U4769,1200,images\1204981.JPG
1204989,C93//U4736,10300,images\1204989.JPG
1205059,059//U4782,1330,images\1205059.JPG
1205065,059//U3060,2580,images\1205065.JPG
1205072,059//U4873,1330,images\1205072.JPG
1205081,070//U3071,2800,images\1205081.JPG
1205108,086//L62,12350,images\1205108.JPG
1205123,112//U4704,3050,images\1205123.JPG
1205124,112//U1472,3050,images\1205124.JPG
1205125,112//U4769,3050,images\1205125.JPG
1205126,112//U1485,3050,images\1205126.JPG
1205132,119//U4769,5650,images\1205132.JPG
1205139,119//U4851,2410,images\1205139.JPG
1205173,174//U4825,1050,images\1205173.JPG
1205191,239//61A,3690,images\1205191.JPG
1205192,240//U1472,7940,images\1205192.JPG
1205199,244//U4781,1420,images\1205199.JPG
1205216,244//U408B,2060,images\1205216.JPG
1205249,261//U1476,2330,images\1205249.JPG
1205274,264//U1472,5650,images\1205274.JPG
1205295,328//U4825,840,images\1205295.JPG
1205325,410//U4666,6400,images\1205325.JPG
1205329,419//U4782,2450,images\1205329.JPG
1205330,419//U1477,4740,images\1205330.JPG
1205335,422//U1472,7050,images\1205335.JPG
1205343,448//U3059,4570,images\1205343.JPG
1205380,589//U4705,1770,images\1205380.JPG
1205382,589//U1913,1770,images\1205382.JPG
1205383,589//U3059,1770,images\1205383.JPG
1205385,589//U4755,1770,images\1205385.JPG
1205389,589//U1473,1770,images\1205389.JPG
1205392,589//U3071,1770,images\1205392.JPG
1205409,590//U1472,1260,images\1205409.JPG
1205410,590//U3071,1260,images\1205410.JPG
1205417,591//U4825,960,images\1205417.JPG
1205418,591//U4666,3400,images\1205418.JPG
1205435,592//U1472,1260,images\1205435.JPG
1205444,625//U4755,4470,images\1205444.JPG
1205466,741//U3056,7380,images\1205466.JPG
1205467,741//U4769,10060,images\1205467.JPG
1205498,770//U3059,3050,images\1205498.JPG
1205504,770//U1473,3050,images\1205504.JPG
1205505,770//U3071,3050,images\1205505.JPG
1205521,785//U1472,6630,images\1205521.JPG
1205523,786//U1472,8170,images\1205523.JPG
1205547,889//U4825,730,images\1205547.JPG
1205554,896//U4705,4340,images\1205554.JPG
1205562,926//U3059,3950,images\1205562.JPG
1205567,926//U1477,3950,images\1205567.JPG
1205573,947//U1913,4050,images\1205573.JPG
1205581,959//U1477,3980,images\1205581.JPG
1205590,A21//U1472,9660,images\1205590.JPG
1205644,A80//U1472,5430,images\1205644.JPG
1205656,A81//U1477,6750,images\1205656.JPG
1205670,B66//U1477,3600,images\1205670.JPG
1205682,B77//U1477,3200,images\1205682.JPG
1205726,C04//U4769,2350,images\1205726.JPG
1205739,C21//U3059,3660,images\1205739.JPG
1205756,C22//U1472,3140,images\1205756.JPG
1205758,C22//U4706,3140,images\1205758.JPG
1205762,C26//U3060,6070,images\1205762.JPG
1205764,C26//U4769,6070,images\1205764.JPG
1205765,C26//U4704,6070,images\1205765.JPG
1205789,C72//U4704,850,images\1205789.JPG
1205790,C73//U4704,850,images\1205790.JPG
1205795,C83//U4725,1200,images\1205795.JPG
1205797,C83//U1472,1200,images\1205797.JPG
1205798,C83//U4666,1200,images\1205798.JPG
1205803,C83//U3066,1200,images\1205803.JPG
1205820,D04//U3059,2640,images\1205820.JPG
1205822,D04//U4769,2640,images\1205822.JPG
1205824,D04//U1473,2640,images\1205824.JPG
1205841,D23//U3429,2390,images\1205841.JPG
1205848,D65//U4736,8400,images\1205848.JPG
1205862,005//U4873,980,images\1205862.JPG
1205866,014//U1475,8790,images\1205866.JPG
1205873,024//1121X,2470,images\1205873.JPG
1205891,059//U4872,1330,images\1205891.JPG
1205896,070//U415,3310,images\1205896.JPG
1205898,070//U4866,3650,images\1205898.JPG
1205899,070//U4872,1330,images\1205899.JPG
1205900,070//U4873,1330,images\1205900.JPG
1205902,078//U4705,6800,images\1205902.JPG
1205913,112//U4705,3050,images\1205913.JPG
1205924,119//U4705,5650,images\1205924.JPG
1205953,244//U3059,2800,images\1205953.JPG
1205977,266//U1472,4340,images\1205977.JPG
1206017,423//U1473,6460,images\1206017.JPG
1206041,559//U4781,1860,images\1206041.JPG
1206051,589//U3066,1770,images\1206051.JPG
1206052,589//U3072,1770,images\1206052.JPG
1206073,591//U415,2390,images\1206073.JPG
1206081,592//U3072,1260,images\1206081.JPG
1206084,605//U4830,490,images\1206084.JPG
1206090,717//U3066,6750,images\1206090.JPG
1206116,770//U3072,3050,images\1206116.JPG
1206128,814//U1472,5780,images\1206128.JPG
1206136,823//U4755,5650,images\1206136.JPG
1206158,947//1507,1510,images\1206158.JPG
1206160,947//U1472,4050,images\1206160.JPG
1206161,947//U3059,4050,images\1206161.JPG
1206162,947//U4704,4050,images\1206162.JPG
1206163,947//U4769,4050,images\1206163.JPG
1206239,B77//U3071,3200,images\1206239.JPG
1206258,C01//U1477,8630,images\1206258.JPG
1206261,C01//U3071,8630,images\1206261.JPG
1206271,C20//U4825,610,images\1206271.JPG
1206281,C22//U4736,3140,images\1206281.JPG
1206286,C26//U1472,6070,images\1206286.JPG
1206314,C83//U3428,1200,images\1206314.JPG
1206315,C83//U4736,1200,images\1206315.JPG
1206354,D90//U4830,980,images\1206354.JPG
1206355,D94//2322X,7910,images\1206355.JPG
1206381,005//U4812,2130,images\1206381.JPG
1206412,086//L61,12350,images\1206412.JPG
1206414,112//U3658,1690,images\1206414.JPG
1206436,122//U4705,5980,images\1206436.JPG
1206475,261//L63,9880,images\1206475.JPG
1206497,337//L63,13570,images\1206497.JPG
1206504,374//U408B,4110,images\1206504.JPG
1206528,423//U1480,6460,images\1206528.JPG
1206552,559//2286,1510,images\1206552.JPG
1206587,717//L61,17600,images\1206587.JPG
1206600,768//L61,16210,images\1206600.JPG
1206606,768//U415,3830,images\1206606.JPG
1206650,925//U4705,5980,images\1206650.JPG
1206664,947//2222,1660,images\1206664.JPG
1206668,947//U4705,4050,images\1206668.JPG
1206669,947//U4737,4050,images\1206669.JPG
1206671,947//U4794,2060,images\1206671.JPG
1206721,A80//U4816,3980,images\1206721.JPG
1206723,A81//U3072,6750,images\1206723.JPG
1206738,B66//L61,14910,images\1206738.JPG
1206743,B66//U3072,3600,images\1206743.JPG
1206772,C01//L63,32220,images\1206772.JPG
1206773,C01//U1480,8630,images\1206773.JPG
1206775,C01//U3072,8630,images\1206775.JPG
1206789,C21//U3072,3660,images\1206789.JPG
1206793,C22//U4705,3140,images\1206793.JPG
1206816,C71//U4705,850,images\1206816.JPG
1206818,C73//U4705,850,images\1206818.JPG
1206820,C75//U4705,850,images\1206820.JPG
1206821,C83//U1477,1200,images\1206821.JPG
1206822,C83//U3069,1200,images\1206822.JPG
1206823,C83//U3072,1200,images\1206823.JPG
1206831,C93//U1480,6460,images\1206831.JPG
1206854,D24//U3428,2640,images\1206854.JPG
1206874,E02//1535X,3260,images\1206874.JPG
1206895,E42//U2188,4910,images\1206895.JPG
1206902,001//U4820,2060,images\1206902.JPG
1206904,002//U4820,2060,images\1206904.JPG
1206908,007//U4813,4130,images\1206908.JPG
1206909,014//L61,18250,images\1206909.JPG
1206911,014//L63,18250,images\1206911.JPG
1206934,070//2252X,1140,images\1206934.JPG
1206939,070//U4833,1980,images\1206939.JPG
1206970,261//1771X,750,images\1206970.JPG
1206971,261//2252X,850,images\1206971.JPG
1206976,261//U4777,1680,images\1206976.JPG
1206984,337//U4833,2230,images\1206984.JPG
1206985,374//U408A,4110,images\1206985.JPG
1207007,508//U4735,13840,images\1207007.JPG
1207010,589//U3070,1770,images\1207010.JPG
1207024,591//U4833,1450,images\1207024.JPG
1207026,592//U3070,1260,images\1207026.JPG
1207042,768//2252X,1260,images\1207042.JPG
1207074,834//1771,2120,images\1207074.JPG
1207103,A11//2371,1780,images\1207103.JPG
1207160,B96//2108,580,images\1207160.JPG
1207163,C01//2363X,3550,images\1207163.JPG
1207170,C01//U4812,8720,images\1207170.JPG
1207219,C74//U4794,440,images\1207219.JPG
1207220,C83//U3068,1200,images\1207220.JPG
1207222,C83//U4844,1200,images\1207222.JPG
1207250,D94//U4782,8210,images\1207250.JPG
1207252,E05//U7622,6920,images\1207252.JPG
1207271,023//2523X,870,images\1207271.JPG
1207278,070//2523X,1170,images\1207278.JPG
1207355,328//U4877,1950,images\1207355.JPG
1207365,344//375NX,2060,images\1207365.JPG
1207374,486//U2120,4370,images\1207374.JPG
1207375,486//U2195,4370,images\1207375.JPG
1207376,486//U4475,6320,images\1207376.JPG
1207377,486//U4527,4370,images\1207377.JPG
1207404,738//L61,28320,images\1207404.JPG
1207512,B90//U4638,7090,images\1207512.JPG
1207538,C46//1535,2150,images\1207538.JPG
1207539,C46//2259,2150,images\1207539.JPG
1207540,C46//2286,2380,images\1207540.JPG
1207586,E02//U1685,4440,images\1207586.JPG
1207858,112//U4659,3050,images\1207858.JPG
1207862,114//U4659,2230,images\1207862.JPG
1207893,261//2523X,850,images\1207893.JPG
1207897,261//U4872,1110,images\1207897.JPG
1207902,262//U4920,350,images\1207902.JPG
1207921,337//U4872,1460,images\1207921.JPG
1207939,582//U4659,7380,images\1207939.JPG
1207991,845//U4833,3760,images\1207991.JPG
1207992,879//1525X,690,images\1207992.JPG
1208006,A60//2523X,1170,images\1208006.JPG
1208030,C02//2286X,2210,images\1208030.JPG
1208038,C46//2354,2380,images\1208038.JPG
1208058,E01//U4909,4470,images\1208058.JPG
1208070,E17//70X,1340,images\1208070.JPG
1208181,070//U4916,3310,images\1208181.JPG
1208216,160//2290X,1510,images\1208216.JPG
1208225,174//U4907,2590,images\1208225.JPG
1208233,244//2290X,1170,images\1208233.JPG
1208242,244//U4818,2800,images\1208242.JPG
1208295,278//1931X,4310,images\1208295.JPG
1208330,491//2531X,3190,images\1208330.JPG
1208334,495//U4909,2730,images\1208334.JPG
1208354,591//U4818,1980,images\1208354.JPG
1208366,659//61,6830,images\1208366.JPG
1208375,741//U4925,5090,images\1208375.JPG
1208387,768//2286X,1260,images\1208387.JPG
1208456,A25//U4901,2550,images\1208456.JPG
1208522,B89//U4884,1070,images\1208522.JPG
1208554,C20//U4920,580,images\1208554.JPG
1208594,C88//U4901,2730,images\1208594.JPG
1208595,C88//U4920,2470,images\1208595.JPG
1208596,C88//U4925,2470,images\1208596.JPG
1208613,D52//2531X,2610,images\1208613.JPG
1208631,E17//U4884,1710,images\1208631.JPG
1208643,E45//U4833,1800,images\1208643.JPG
1208656,E78//U4909,2880,images\1208656.JPG
1208771,592//2480,520,images\1208771.JPG
1208784,661//U4937,3140,images\1208784.JPG
1208793,722//U4883,7610,images\1208793.JPG
1208794,741//U4638,20790,images\1208794.JPG
1208838,889//2480,560,images\1208838.JPG
1208843,907//U4638,34580,images\1208843.JPG
1208850,942//U4638,9540,images\1208850.JPG
1208872,A99//U4638,22970,images\1208872.JPG
1208873,B18//U4883,5780,images\1208873.JPG
1208877,B36//U4915,3810,images\1208877.JPG
1208892,B89//U4902,1460,images\1208892.JPG
1208913,C88//2512X,1810,images\1208913.JPG
1208926,D19//U4883,1830,images\1208926.JPG
1208932,D43//U408,12860,images\1208932.JPG
1208959,E20//U4833,3080,images\1208959.JPG
1208974,E36//U4833,3550,images\1208974.JPG
1208992,E71//U4815,8750,images\1208992.JPG
1208995,E71//U4909,3730,images\1208995.JPG
1208997,E78//2540,2770,images\1208997.JPG
1209017,C03//L61,13730,images\1209017.JPG
1209033,278//2286X,4740,images\1209033.JPG
1209045,B89//U4881,2230,images\1209045.JPG
1209052,A60//U4881,2880,images\1209052.JPG
1209056,741//2509X,4130,images\1209056.JPG
1209066,017//2286X,980,images\1209066.JPG
1209067,174//U4873,1050,images\1209067.JPG
1209079,D43//1528X,6550,images\1209079.JPG
1209080,532//2572,1170,images\1209080.JPG
1209134,D21//2286X,470,images\1209134.JPG
1209135,337//U4825,1420,images\1209135.JPG
1209136,337//2572X,1170,images\1209136.JPG
1209155,879//2247X,750,images\1209155.JPG
1209156,879//2108X,690,images\1209156.JPG
1209163,591//U4881,1780,images\1209163.JPG
1209187,E35//1771X,760,images\1209187.JPG
1209202,E68//U4879,10410,images\1209202.JPG
1209203,E68//U4818,5270,images\1209203.JPG
1209204,E68//U4815,10410,images\1209204.JPG
1209208,E81//U4909,4220,images\1209208.JPG
1209243,879//U4644,980,images\1209243.JPG
1209257,A39//U408,5260,images\1209257.JPG
1209307,D55//U4970,1430,images\1209307.JPG
1209309,A52//U4969,12060,images\1209309.JPG
1209326,E74//U4967,5940,images\1209326.JPG
1209338,D55//U4967,1950,images\1209338.JPG
1209353,F12//U4967,2410,images\1209353.JPG
1209372,F33//U4964,9740,images\1209372.JPG
1209390,070//1771X,1050,images\1209390.JPG
1209419,C64//2480,560,images\1209419.JPG
1209435,328//U4881,1660,images\1209435.JPG
1209438,337//U4881,3080,images\1209438.JPG
1209454,244//U1481,2800,images\1209454.JPG
1209460,559//U4818,3920,images\1209460.JPG
1209479,556//2595X,760,images\1209479.JPG
1209492,142//2595X,1720,images\1209492.JPG
1209539,023//2286X,870,images\1209539.JPG
1209546,262//2286X,300,images\1209546.JPG
1209547,B40//2286X,4570,images\1209547.JPG
1209549,768//U4825,1540,images\1209549.JPG
1209562,023//2285X,870,images\1209562.JPG
1209635,005//U4760,980,images\1209635.JPG
1209704,070//U4885,1330,images\1209704.JPG
1209769,445//2286X,5980,images\1209769.JPG
1209845,B88//2286X,470,images\1209845.JPG
1209854,C01//1026X,3550,images\1209854.JPG
1209880,D05//L102,11130,images\1209880.JPG
1209893,D21//2285X,470,images\1209893.JPG
1209898,D87//U4657,980,images\1209898.JPG
1209899,D88//2222,980,images\1209899.JPG
1209901,D91//L90,6140,images\1209901.JPG
1209944,059//1771X,960,images\1209944.JPG
1209952,070//2387X,1050,images\1209952.JPG
1209978,160//1771X,1340,images\1209978.JPG
1210029,421//1771X,1770,images\1210029.JPG
1210055,879//1771X,690,images\1210055.JPG
1210065,953//2352X,3550,images\1210065.JPG
1210083,B89//1771X,840,images\1210083.JPG
1210194,219//U4638,6520,images\1210194.JPG
1210197,244//U4812,2580,images\1210197.JPG
1210207,278//2285X,4480,images\1210207.JPG
1210236,845//1932X,1620,images\1210236.JPG
1210244,879//2387X,750,images\1210244.JPG
1210246,879//U4779,1460,images\1210246.JPG
1210268,B89//U4644,1130,images\1210268.JPG
1210282,C39//U408,4980,images\1210282.JPG
1210305,E17//1771X,1220,images\1210305.JPG
1210313,F11//U4638,6630,images\1210313.JPG
1210343,090//2286X,6260,images\1210343.JPG
1210402,592//U4970,930,images\1210402.JPG
1210426,B89//2321X,910,images\1210426.JPG
1210468,F04//U408,4880,images\1210468.JPG
1210503,160//70X,1480,images\1210503.JPG
1210504,160//1026X,1480,images\1210504.JPG
1210505,160//U4654,2650,images\1210505.JPG
1210506,160//U4612,2650,images\1210506.JPG
1210507,160//U4782,1750,images\1210507.JPG
1210516,244//70X,1140,images\1210516.JPG
1210519,244//U4782,1230,images\1210519.JPG
1210535,419//U4612,3720,images\1210535.JPG
1210537,469//U4825,2190,images\1210537.JPG
1210543,574//U4612,3330,images\1210543.JPG
1210558,A39//U4612,5260,images\1210558.JPG
1210581,C39//U4742,11100,images\1210581.JPG
1210591,D21//70X,470,images\1210591.JPG
1210595,D21//U4612,850,images\1210595.JPG
1210612,F11//70X,1370,images\1210612.JPG
1210616,D02//2286X,1840,images\1210616.JPG
1210637,819//U4725,3370,images\1210637.JPG
1210638,819//U4736,3370,images\1210638.JPG
1210660,266//70X,1780,images\1210660.JPG
1210661,A25//70X,1400,images\1210661.JPG
1210776,152//U4612,8840,images\1210776.JPG
1210779,159//U5012,4980,images\1210779.JPG
1210780,160//1522X,1130,images\1210780.JPG
1210781,160//U4881,3670,images\1210781.JPG
1210798,328//U5006,2130,images\1210798.JPG
1210804,556//163X,550,images\1210804.JPG
1210805,556//1522X,690,images\1210805.JPG
1210808,556//U4654,1620,images\1210808.JPG
1210815,768//U4881,3170,images\1210815.JPG
1210821,B45//U4612,7880,images\1210821.JPG
1210822,B45//U5012,19480,images\1210822.JPG
1210828,C20//1526X,300,images\1210828.JPG
1210830,C21//U5012,4590,images\1210830.JPG
1210843,D26//68,530,images\1210843.JPG
1210844,D26//1522X,530,images\1210844.JPG
1210883,014//2480X,1940,images\1210883.JPG
1210890,059//2290X,1050,images\1210890.JPG
1210896,141//2480X,2350,images\1210896.JPG
1210899,160//2480X,1510,images\1210899.JPG
1210901,160//2523X,1510,images\1210901.JPG
1210903,201//U4848,6400,images\1210903.JPG
1210908,244//U4848,2800,images\1210908.JPG
1210912,244//U5001,2800,images\1210912.JPG
1210925,419//2480X,1950,images\1210925.JPG
1210927,482//2480X,2530,images\1210927.JPG
1210933,556//2480X,870,images\1210933.JPG
1210942,562//2480,900,images\1210942.JPG
1210952,768//2709X,1250,images\1210952.JPG
1210964,B40//2523X,4570,images\1210964.JPG
1210965,B45//U3359,7880,images\1210965.JPG
1210966,B45//U4598,7880,images\1210966.JPG
1210969,B47//U3290,840,images\1210969.JPG
1210991,C63//2480,730,images\1210991.JPG
1210996,C97//2286X,1080,images\1210996.JPG
1211001,D21//2523X,470,images\1211001.JPG
1211006,E26//2286X,750,images\1211006.JPG
1211009,F12//70,980,images\1211009.JPG
1211014,023//1026X,840,images\1211014.JPG
1211019,070//2710X,1170,images\1211019.JPG
1211024,142//1026X,1910,images\1211024.JPG
1211027,159//1026X,1870,images\1211027.JPG
1211028,160//1934X,1340,images\1211028.JPG
1211029,160//2083X,1480,images\1211029.JPG
1211041,244//2083X,1140,images\1211041.JPG
1211050,262//2523X,300,images\1211050.JPG
1211051,262//2653X,300,images\1211051.JPG
1211062,374//1026X,2300,images\1211062.JPG
1211064,399//U4654,6420,images\1211064.JPG
1211069,527//2286X,930,images\1211069.JPG
1211070,527//2523X,930,images\1211070.JPG
1211071,556//1026X,840,images\1211071.JPG
1211072,556//2083X,840,images\1211072.JPG
1211073,558//2083X,690,images\1211073.JPG
1211075,562//2709,910,images\1211075.JPG
1211082,590//U4818,1780,images\1211082.JPG
1211084,617//2286X,4420,images\1211084.JPG
1211086,662//U4564,8780,images\1211086.JPG
1211091,768//2653X,1260,images\1211091.JPG
1211093,826//U3290,2550,images\1211093.JPG
1211095,889//2709,560,images\1211095.JPG
1211096,889//U4612,1110,images\1211096.JPG
1211097,953//2480X,3610,images\1211097.JPG
1211098,953//U4848,8630,images\1211098.JPG
1211102,B88//2709X,470,images\1211102.JPG
1211103,B89//1026X,910,images\1211103.JPG
1211116,C63//U4612,1300,images\1211116.JPG
1211129,E25//U4848,3280,images\1211129.JPG
1211130,F05//U408,4880,images\1211130.JPG
1211142,223//U5006,9310,images\1211142.JPG
1211145,768//1026X,1250,images\1211145.JPG
1211150,C97//1771X,960,images\1211150.JPG
1211151,244//1935X,1050,images\1211151.JPG
1211156,B88//2285X,470,images\1211156.JPG
1211159,D21//2321X,470,images\1211159.JPG
1211160,086//2321X,1170,images\1211160.JPG
1211177,059//2662X,1050,images\1211177.JPG
1211181,556//2662X,840,images\1211181.JPG
1211185,C97//70X,1050,images\1211185.JPG
1211194,B13//U4638,6710,images\1211194.JPG
1211199,E26//U4644,940,images\1211199.JPG
1211215,953//U4781,4370,images\1211215.JPG
1211222,014//U4872,2350,images\1211222.JPG
1211223,142//U4872,2360,images\1211223.JPG
1211231,B88//U4872,580,images\1211231.JPG
1211233,337//U4996,1460,images\1211233.JPG
1211243,819//L123,15240,images\1211243.JPG
1211247,954//L132,15240,images\1211247.JPG
1211250,F90//L143,24050,images\1211250.JPG
1211251,921//L129,15240,images\1211251.JPG
1211252,G05//L157,35980,images\1211252.JPG
1211253,954//L133,15240,images\1211253.JPG
1211257,748//L122,15240,images\1211257.JPG
1211279,F11//1771X,1370,images\1211279.JPG
1211280,B13//2221X,1360,images\1211280.JPG
1211285,009//2286X,1940,images\1211285.JPG
1211291,014//2572X,1940,images\1211291.JPG
1211293,160//2572X,1510,images\1211293.JPG
1211297,B13//2572X,1360,images\1211297.JPG
1211301,E36//2572X,1810,images\1211301.JPG
1211304,160//2588X,1480,images\1211304.JPG
1211308,B50//2588X,1170,images\1211308.JPG
1211312,419//2595X,1770,images\1211312.JPG
1211320,244//U1476,2800,images\1211320.JPG
1211322,D21//U1476,1190,images\1211322.JPG
1211323,826//U2128,2550,images\1211323.JPG
1211325,223//U408,5460,images\1211325.JPG
1211326,559//U408,2830,images\1211326.JPG
1211328,615//U408,13180,images\1211328.JPG
1211331,B93//U408,980,images\1211331.JPG
1211333,E36//U408,3550,images\1211333.JPG
1211335,F11//U408,2900,images\1211335.JPG
1211340,E17//U4781,1710,images\1211340.JPG
1211341,E36//U4781,2330,images\1211341.JPG
1211343,244//U4964,3510,images\1211343.JPG
1211344,D21//U4964,1550,images\1211344.JPG
1211345,F25//U4964,5760,images\1211345.JPG
1211349,559//U5003,1860,images\1211349.JPG
1211350,591//U5003,900,images\1211350.JPG
1211360,963//L128,18280,images\1211360.JPG
1211361,715//L144,7600,images\1211361.JPG
1211362,D91//L154,13730,images\1211362.JPG
1211365,D87//L148,7600,images\1211365.JPG
1211366,D87//L149,7600,images\1211366.JPG
1211367,D88//L150,7600,images\1211367.JPG
1211368,A58//L136,15240,images\1211368.JPG
1211369,C19//U4830,490,images\1211369.JPG
1211372,223//U5005,9310,images\1211372.JPG
1211377,E88//U4638,7250,images\1211377.JPG
1211381,E80//1535X,1070,images\1211381.JPG
1211392,005//2387X,790,images\1211392.JPG
1211399,D21//2653X,470,images\1211399.JPG
1211404,D93//2788X,2210,images\1211404.JPG
1211408,717//2788X,2410,images\1211408.JPG
1211410,845//2788X,1740,images\1211410.JPG
1211411,020//2788X,1360,images\1211411.JPG
1211416,768//2788X,1070,images\1211416.JPG
1211419,160//U2128,2650,images\1211419.JPG
1211422,256//U408,10820,images\1211422.JPG
1211423,A99//U408,8700,images\1211423.JPG
1211429,E24//U4781,2150,images\1211429.JPG
1211431,B13//U4781,1680,images\1211431.JPG
1211433,D39//U4781,2610,images\1211433.JPG
1211439,244//U4833,1860,images\1211439.JPG
1211440,070//U4869,2800,images\1211440.JPG
1211441,244//U4869,2800,images\1211441.JPG
1211448,160//U5003,1750,images\1211448.JPG
1211453,419//U5003,2450,images\1211453.JPG
1211457,141//U5014,8050,images\1211457.JPG
1211460,160//U5014,4800,images\1211460.JPG
1211462,261//U5014,3050,images\1211462.JPG
1211466,059//U5014,3630,images\1211466.JPG
1211467,A39//U5014,9530,images\1211467.JPG
1211471,C39//U5014,9070,images\1211471.JPG
1211477,014//U5036,5980,images\1211477.JPG
1211485,141//U5036,8050,images\1211485.JPG
1211488,005//U5041,2130,images\1211488.JPG
1211489,059//U5041,2770,images\1211489.JPG
1211490,D86//U5041,6980,images\1211490.JPG
1211491,C03//U5041,3170,images\1211491.JPG
1211493,059//U5042,3630,images\1211493.JPG
1211495,005//U5042,2790,images\1211495.JPG
1211496,141//U5042,8050,images\1211496.JPG
1211498,C01//U5042,11400,images\1211498.JPG
1211499,768//U5042,4150,images\1211499.JPG
1211500,337//U5042,3980,images\1211500.JPG
1211502,160//U5042,4800,images\1211502.JPG
1211503,244//U5042,3370,images\1211503.JPG
1211504,143//U5042,6480,images\1211504.JPG
1211507,014//U5043,5980,images\1211507.JPG
1211508,496//U5043,6610,images\1211508.JPG
1211509,A80//U5043,7390,images\1211509.JPG
1211510,070//U5043,3630,images\1211510.JPG
1211511,005//U5043,2790,images\1211511.JPG
1211512,337//U5043,3980,images\1211512.JPG
1211513,261//U5043,3050,images\1211513.JPG
1211517,160//U5045,2650,images\1211517.JPG
1211518,005//U5045,1540,images\1211518.JPG
1211519,E17//U5045,2580,images\1211519.JPG
1211527,070//U5054,1980,images\1211527.JPG
1211528,D86//U5054,5050,images\1211528.JPG
1211535,160//U5054,2650,images\1211535.JPG
1211543,D43//U5054,12570,images\1211543.JPG
1211545,D66//U29,1860,images\1211545.JPG
1211552,D21//2252X,470,images\1211552.JPG
1211554,023//2480X,870,images\1211554.JPG
1211555,142//2290X,1940,images\1211555.JPG
1211558,337//2480X,1170,images\1211558.JPG
1211563,023//2290X,870,images\1211563.JPG
1211564,D74//70X,2770,images\1211564.JPG
1211568,023//2653X,870,images\1211568.JPG
1211570,770//U4781,1540,images\1211570.JPG
1211572,261//2653X,840,images\1211572.JPG
1211574,E36//1771X,1300,images\1211574.JPG
1211580,C64//2252,580,images\1211580.JPG
1211581,244//1771X,1050,images\1211581.JPG
1211583,E14//2653X,1890,images\1211583.JPG
1211584,F05//U5005,5090,images\1211584.JPG
1211585,E25//2653X,1250,images\1211585.JPG
1211586,E36//2653X,1460,images\1211586.JPG
1211587,482//2595X,2300,images\1211587.JPG
1211591,265//U408,9940,images\1211591.JPG
1211603,014//242X,1910,images\1211603.JPG
1211616,005//U4869,1980,images\1211616.JPG
1211617,559//U4666,6520,images\1211617.JPG
1211619,086//U1475,5850,images\1211619.JPG
1211621,223//L996#1,39980,images\1211621.JPG
1211622,223//L996#2,39980,images\1211622.JPG
1211623,223//L996#3,39980,images\1211623.JPG
1211651,223//L995#1,39980,images\1211651.JPG
1211688,014//U4884,2190,images\1211688.JPG
1211694,059//U4884,1330,images\1211694.JPG
1211696,059//U4812,2770,images\1211696.JPG
1211704,159//U5048,7320,images\1211704.JPG
1211708,160//U5037,2650,images\1211708.JPG
1211709,160//U5036,4800,images\1211709.JPG
1211710,160//2669X,1230,images\1211710.JPG
1211714,244//U5043,3370,images\1211714.JPG
1211729,419//U5036,6740,images\1211729.JPG
1211730,419//U5014,6740,images\1211730.JPG
1211732,481//2321X,1490,images\1211732.JPG
1211733,482//U4884,2960,images\1211733.JPG
1211735,516//70X,930,images\1211735.JPG
1211736,556//2321X,820,images\1211736.JPG
1211738,559//U4812,3920,images\1211738.JPG
1211745,592//U5054,900,images\1211745.JPG
1211753,983//U408B,5840,images\1211753.JPG
1211768,B66//U4812,3870,images\1211768.JPG
1211771,C21//2321X,1370,images\1211771.JPG
1211776,C64//U5003,660,images\1211776.JPG
1211777,C94//U5037,2120,images\1211777.JPG
1211778,D02//2321X,1590,images\1211778.JPG
1211780,D21//U5036,1550,images\1211780.JPG
1211783,D43//U5003,8290,images\1211783.JPG
1211786,E17//U4654,2580,images\1211786.JPG
1211792,E63//U4654,3830,images\1211792.JPG
1211795,F11//U4812,3980,images\1211795.JPG
1211802,014//848X,1540,images\1211802.JPG
1211808,023//848X,720,images\1211808.JPG
1211811,059//1832X,850,images\1211811.JPG
1211814,059//U5036,3630,images\1211814.JPG
1211816,070//1832X,850,images\1211816.JPG
1211818,070//U5050,3630,images\1211818.JPG
1211819,070//U4956,3630,images\1211819.JPG
1211828,142//U5045,3580,images\1211828.JPG
1211831,159//848X,1870,images\1211831.JPG
1211832,160//2387X,1360,images\1211832.JPG
1211833,160//2321X,1360,images\1211833.JPG
1211834,160//848X,1230,images\1211834.JPG
